Date,Destination,Destination Amount,Destination Currency,Fee Amount,Fee Currency,Id,Origin,Origin Amount,Origin Currency,Status,Type
Wed Sep 29 2021 05:24:48 GMT+0000,uphold,53.915084,XRP,,,0a4671c5-1b8e-4849-aa9e-70197307fa05,credit-card,50,USD,completed,in
